,favorite_count,replies_count,retweet_count,tweet,tweet_created,tweet_created_at,tweet_id,type,unmetric_engagement_score,url,company,channel
129,2125,49,421,"A Digital Society may sound like science fiction, but it’s already begun. #Huawei Wireless CMO Peter Zhou says #5G brings us the future NOW! https://t",08/02/2018,08/02/2018 07:06,9.61572E+17,proactive,6580,http://www.twitter.com/Huawei/status/961572057359273984,Huawei,Twitter
130,1755,27,271,What drives us forward? Our belief in going beyond what’s possible today. #Huawei is forging ahead with our partners all around the world to bring a f,08/02/2018,08/02/2018 04:20,9.6153E+17,proactive,4600,http://www.twitter.com/Huawei/status/961530287258816512,Huawei,Twitter
131,78,1,18,The #Huawei #MWC18 Briefing in London is kicking off this morning. Follow us for a peek at what's coming in Barcelona! https://t.co/l4ZAHgNnqH https:/,08/02/2018,08/02/2018 04:08,9.61527E+17,proactive,263,http://www.twitter.com/Huawei/status/961527256937062400,Huawei,Twitter
132,0,0,0,RT @HuaweiUK: “Huawei’s £3 billion announcement is yet another significant vote of confidence in our world-leading tech industry and I’m de…,07/02/2018,07/02/2018 11:26,9.61275E+17,retweet,0,http://www.twitter.com/Huawei/status/961275060458868737,Huawei,Twitter
133,81,3,14,Vehicles are talking to each other on 5G thanks to Huawei and #Telefonica. Buckle up and find out how: https://t.co/2VtX99vHA6 https://t.co/1Yj1HWIY5t,07/02/2018,07/02/2018 07:00,9.61208E+17,proactive,236,http://www.twitter.com/Huawei/status/961207942409175040,Huawei,Twitter
134,0,0,0,Telefónica and Huawei Complete World’s First Proof-of-Concept Test of 5G-V2X Radio for uRLLC Assisted Driving - Huawei Press Center https://t.co/Mx3vK,07/02/2018,07/02/2018 05:32,9.61186E+17,proactive,0,http://www.twitter.com/Huawei/status/961185777219616768,Huawei,Twitter
135,0,0,0,https://t.co/Mx3vKOuItm,07/02/2018,07/02/2018 05:31,9.61186E+17,proactive,0,http://www.twitter.com/Huawei/status/961185681954320384,Huawei,Twitter
136,62,0,14,Prof Jon Oberland from @InfAtEd separates the reality & the hype about #AI. #WinWin https://t.co/Zln19Q78mq https://t.co/HZuF15g5bN,07/02/2018,07/02/2018 05:02,9.61178E+17,proactive,202,http://www.twitter.com/Huawei/status/961178308242112512,Huawei,Twitter
137,0,0,2,Prof Jon Oberland from @InfAtEd separates the reality & the hype about #AI. #WinWin https://t.co/Zln19PPxuS,07/02/2018,07/02/2018 04:59,9.61178E+17,proactive,20,http://www.twitter.com/Huawei/status/961177684939288576,Huawei,Twitter
138,0,0,1,Prof Jon Oberland from @InfAtEd separates the reality & the hype about #AI. #WinWin https://tinyurl.comhttps://tinyurl.com/y93tldsg https://t.co/AzKzu,07/02/2018,07/02/2018 04:55,9.61177E+17,proactive,10,http://www.twitter.com/Huawei/status/961176680122400769,Huawei,Twitter
139,0,0,1,Prof Jon Oberland from @InfAtEd separates the reality & the hype about #AI. #WinWin https://tinyurl.comhttps://tinyurl.com/y93tldsg https://t.co/l1atR,07/02/2018,07/02/2018 04:45,9.61174E+17,proactive,10,http://www.twitter.com/Huawei/status/961173955628351489,Huawei,Twitter
140,2,1,1,@EliseQuevedo @HuaweiMobile @FacingChina Look forward to seeing you Elise!,06/02/2018,06/02/2018 21:43,9.61068E+17,reply,17,http://www.twitter.com/Huawei/status/961067892686053376,Huawei,Twitter
141,2706,46,449,"How will 5G, IoT & #Huawei #AllCloud pave the way for a Better Connected World? Have a sneak peek before #MWC18 in London, Feb 8 https://t.co/IuENqIaR",06/02/2018,06/02/2018 06:00,9.6083E+17,proactive,7426,http://www.twitter.com/Huawei/status/960830465853702144,Huawei,Twitter
142,67,0,25,"On Feb 1, Madam Sun Yafang, Chairwoman of #Huawei met with UK Prime Minister @theresa_may in Beijing to reaffirm the company’s long-term commitment to",06/02/2018,06/02/2018 04:35,9.60809E+17,proactive,317,http://www.twitter.com/Huawei/status/960809241098375168,Huawei,Twitter
143,2710,43,428,#NB-IoT is enabling smart cow breeding. What does this mean to dairy farm owners and consumers? Read on to find out. https://t.co/wczkFpevsA https://t,06/02/2018,06/02/2018 02:32,9.60778E+17,proactive,7205,http://www.twitter.com/Huawei/status/960778094624649216,Huawei,Twitter
144,0,0,1,#NB-IoT is enabling smart cow breeding. What does this mean to dairy farm owners and consumers? Read on to find out. https://t.co/wczkFpevsA https://t,06/02/2018,06/02/2018 02:30,9.60778E+17,proactive,10,http://www.twitter.com/Huawei/status/960777592394498049,Huawei,Twitter
145,81,3,18,Here’s how @UnionPay_Intl and #Huawei are enriching lives all over the world and transforming the mobile payment experience with #HuaweiPay: https://t,05/02/2018,05/02/2018 05:12,9.60456E+17,proactive,276,http://www.twitter.com/Huawei/status/960456050418700288,Huawei,Twitter
146,7,0,6,Here’s how @UnionPay_Intl and #Huawei are enriching lives all over the world and transforming the mobile payment experience with #HuaweiPay: https://t,05/02/2018,05/02/2018 05:06,9.60455E+17,proactive,67,http://www.twitter.com/Huawei/status/960454522718965760,Huawei,Twitter
147,0,0,1,Here’s how @UnionPay_Intl and #Huawei are enriching lives all over the world and transforming the mobile payment experience with #HuaweiPay https://t.,05/02/2018,05/02/2018 05:03,9.60454E+17,proactive,10,http://www.twitter.com/Huawei/status/960453873386242048,Huawei,Twitter
148,2,0,2,Here’s how @UnionPay_Intl and #Huawei are enriching lives all over the world and transforming the mobile payment experience with #HuaweiPay: https://t,05/02/2018,05/02/2018 04:58,9.60453E+17,proactive,22,http://www.twitter.com/Huawei/status/960452580894625792,Huawei,Twitter
149,3,0,3,Here’s how @UnionPay_Intl and #Huawei are enriching lives all over the world and transforming the mobile payment experience with #HuaweiPay: https://t,05/02/2018,05/02/2018 04:45,9.60449E+17,proactive,33,http://www.twitter.com/Huawei/status/960449176977883136,Huawei,Twitter
150,93,4,26,"Telcos need to get involved in hyper-immersive tech, including VR, next-gen audio & UHD. @UltraHDForum explains why: https://t.co/vG2Sc6KLZc https://t",02/02/2018,02/02/2018 05:46,9.59377E+17,proactive,373,http://www.twitter.com/Huawei/status/959377411509907457,Huawei,Twitter
151,0,0,0,"@UltraHDForum explains why telcos need to get involved in hyper-immersive tech, including VR, next-gen audio & UHD: https://t.co/vG2Sc6KLZc https://t.",02/02/2018,02/02/2018 04:45,9.59362E+17,reply,0,http://www.twitter.com/Huawei/status/959362083019145217,Huawei,Twitter
152,101,3,28,"Fast, flexible & easy: Huawei #CloudCampus enables smart applications that matter to your business: https://t.co/MSQDgGlJCv https://t.co/SXnA95lsv8",01/02/2018,01/02/2018 22:30,9.59268E+17,proactive,396,http://www.twitter.com/Huawei/status/959267868213854209,Huawei,Twitter
153,74,1,17,"#AllCloudNetwork is shaping a fully connected, intelligent future unbound by time & space. Are you ready? #MWC18 https://t.co/0icF8NNRax https://t.co/",01/02/2018,01/02/2018 22:09,9.59262E+17,proactive,249,http://www.twitter.com/Huawei/status/959262458023002113,Huawei,Twitter
154,53,1,21,"#AllCloudNetwork is shaping a fully connected, intelligent future unbound by bound by time & space. Are you ready? #MWC18 https://t.co/0icF8NNRax http",01/02/2018,01/02/2018 04:45,9.59E+17,proactive,268,http://www.twitter.com/Huawei/status/958999704649441280,Huawei,Twitter
0,0,0,0,"Facts, figures and future. Get the key takeaways of Huawei’s 2017 Annual Report right here: https://t.co/pW5kpvkBrQ https://t.co/cBwlr6E4Rz",30/03/2018,30/03/2018 05:31,9.79652E+17,proactive,0,http://www.twitter.com/Huawei/status/979652304260362240,Huawei,Twitter
1,0,0,1,"Facts, figures and future. Get the key takeaways of Huawei’s 2017 Annual Report right here: https://t.co/pW5kpvkBrQ https://t.co/QN3ZlobDVW",30/03/2018,30/03/2018 05:30,9.79652E+17,proactive,10,http://www.twitter.com/Huawei/status/979651968191770624,Huawei,Twitter
2,108,6,45,Huawei’s Annual Report 2017. Get the details of our 15.7% revenue growth and other stats and facts here: https://t.co/wcUdUQRxf3 https://t.co/UIjiHGn8,30/03/2018,30/03/2018 05:01,9.79645E+17,proactive,588,http://www.twitter.com/Huawei/status/979644797387341824,Huawei,Twitter
3,96,3,33,"In 2017, our revenue grew by 15.7%. Read our 2017 Annual Report for information about our global sales revenues, net profits, and more. https://t.co/p",30/03/2018,30/03/2018 00:35,9.79578E+17,proactive,441,http://www.twitter.com/Huawei/status/979577807381569537,Huawei,Twitter
4,78,0,27,Sometimes perfection and precision come in black and eye-catching red. Meet the brand new #PorscheDesign #HuaweiMateRS: https://t.co/PJlbPVjTzu #Disco,29/03/2018,29/03/2018 07:22,9.79318E+17,proactive,348,http://www.twitter.com/Huawei/status/979317846931992576,Huawei,Twitter
5,36,1,7,"#BigData comes with even bigger advantages for enterprises. Find out more about the suite of self-deployed, on-demand and infrastructure agnostic serv",29/03/2018,29/03/2018 06:05,9.79298E+17,proactive,111,http://www.twitter.com/Huawei/status/979298380059848704,Huawei,Twitter
6,26,0,9,"Huawei boosts innovation in insurance with #blockchain, reports @betabay https://t.co/bPy8oXLAip #HuaweiCloud #BFSI https://t.co/0XgM9sENvu",29/03/2018,29/03/2018 04:53,9.7928E+17,proactive,116,http://www.twitter.com/Huawei/status/979280419072847873,Huawei,Twitter
7,31,1,6,.@Swisscom_de on staying competitive in the new #ICT landscape. https://t.co/YGK47hKQoq #WinWin #5G https://t.co/SarQmH8jrB,29/03/2018,29/03/2018 04:00,9.79267E+17,proactive,96,http://www.twitter.com/Huawei/status/979266932472889346,Huawei,Twitter
8,0,0,0,RT @Huaweiit: How is a good server? How is the balance between interior/exterior design and high performance? Check out how a third-party a…,28/03/2018,28/03/2018 20:42,9.79157E+17,retweet,0,http://www.twitter.com/Huawei/status/979156749050511361,Huawei,Twitter
9,367,22,84,Guess who’s in town? https://t.co/7pfka4Icht #HuaweiP20 #SeeMooore https://t.co/xXfIXE3l2T,28/03/2018,28/03/2018 07:14,9.78954E+17,proactive,1317,http://www.twitter.com/Huawei/status/978953511563026433,Huawei,Twitter
10,0,0,0,RT @HuaweiMobile: The innovation doesn't stop with the #HuaweiP20… We've also launched a whole new range of accessories including HUAWEI Fr…,27/03/2018,27/03/2018 10:27,9.7864E+17,retweet,0,http://www.twitter.com/Huawei/status/978639592424275968,Huawei,Twitter
11,0,0,0,"RT @HuaweiMobile: Pick a colour palette for next season. No matter your style tribe, we have a #HuaweiP20 to match. #SeeMooore #OOO https:/…",27/03/2018,27/03/2018 10:21,9.78638E+17,retweet,0,http://www.twitter.com/Huawei/status/978638094697037824,Huawei,Twitter
12,0,0,0,"RT @HuaweiMobile: Richard Yu, CEO, Huawei Consumer Business Group, reveals the #HuaweiP20 and #HuaweiP20Pro for the very first time… #SeeMo…",27/03/2018,27/03/2018 10:12,9.78636E+17,retweet,0,http://www.twitter.com/Huawei/status/978635796927299585,Huawei,Twitter
13,52,0,9,Are you ready to #SeeMooore? Join us LIVE for the #HuaweiP20 launch! https://t.co/0rdzZ2UVA4,27/03/2018,27/03/2018 06:48,9.78585E+17,proactive,142,http://www.twitter.com/Huawei/status/978584658714570752,Huawei,Twitter
14,107,2,41,2018 is the year of #5G. So how is Huawei bringing the 5G commercial deployment to life? Read on: https://t.co/szqYeJpaJB https://t.co/I3EcbP6IaA,27/03/2018,27/03/2018 06:29,9.7858E+17,proactive,527,http://www.twitter.com/Huawei/status/978579827362971648,Huawei,Twitter
15,68,2,16,Shopping has moved beyond #ecommerce. So what's next? https://t.co/4G2uQAaO8T #WinWin https://t.co/N1l0uj9QGs,26/03/2018,26/03/2018 06:31,9.78218E+17,proactive,238,http://www.twitter.com/Huawei/status/978217971590950912,Huawei,Twitter
16,84,5,18,The results are in. Huawei Germany is recognized as 4th on @LinkedIn Top Companies 2018 and @StatistaCharts highly innovative company. Find out how Hu,26/03/2018,26/03/2018 04:30,9.78187E+17,proactive,289,http://www.twitter.com/Huawei/status/978187493014032385,Huawei,Twitter
17,0,0,0,RT @grattonboy: .@Huawei: a force of nature in the #telecoms world https://t.co/lmU5jZ7UKw https://t.co/zphyQMNnIm,24/03/2018,24/03/2018 00:02,9.77395E+17,retweet,0,http://www.twitter.com/Huawei/status/977395157283717120,Huawei,Twitter
18,2369,21,312,"Three stars shone at #MWC18: #RuralStar, #TubeStar and #PoleStar. One integrates EV charging, surveillance, smart street lighting & more. Here’s how: ",23/03/2018,23/03/2018 05:00,9.77108E+17,proactive,5594,http://www.twitter.com/Huawei/status/977107730170171393,Huawei,Twitter
19,66,3,14,Dying battery about to ruin that sweet moment? Watch how Huawei came to the rescue at Bondi Beach: https://t.co/vEsVSWGBJI #HuaweiMate10 https://t.co/,23/03/2018,23/03/2018 04:10,9.77095E+17,proactive,221,http://www.twitter.com/Huawei/status/977095237540593664,Huawei,Twitter
20,0,0,0,RT @HuaweiWireless: One step closer to commercial #5G! Huawei successfully completes the world's first 3GPP-based 5G NSA functional test or…,23/03/2018,23/03/2018 00:29,9.7704E+17,retweet,0,http://www.twitter.com/Huawei/status/977039716523556864,Huawei,Twitter
21,0,0,0,"RT @HuaweiEnt: Want to attend Europe's largest industry & technology trade show, @hannover_messe 2018? Register here for your free ticket:…",22/03/2018,22/03/2018 07:03,9.76776E+17,retweet,0,http://www.twitter.com/Huawei/status/976776404489592832,Huawei,Twitter
22,72,2,30,#5G shifts #ConnectedVehicles into high gear. #Communicate https://t.co/GsCSOaF0LX https://t.co/Ld0q2aLRp2,22/03/2018,22/03/2018 05:50,9.76758E+17,proactive,382,http://www.twitter.com/Huawei/status/976758043361738752,Huawei,Twitter
23,13,1,5,#5G shifts #ConnectedVehicles into high gear. #Communicate https://t.co/GsCSOaF0LX https://t.co/XVdrgCx1j3,22/03/2018,22/03/2018 04:30,9.76738E+17,proactive,68,http://www.twitter.com/Huawei/status/976737766410092544,Huawei,Twitter
24,1827,26,278,"Fast, easy, precise: Let #BigData analytics and machine learning predict, find & heal network faults so you don’t have to: https://t.co/PAQlzVNR2k htt",21/03/2018,21/03/2018 23:42,9.76665E+17,proactive,4737,http://www.twitter.com/Huawei/status/976665372278513664,Huawei,Twitter
25,0,0,0,RT @HuaweiEnt: Huawei has joined the strategic partnership program of the @IATA . #Huawei will use its advanced #ICT innovations & expertis…,21/03/2018,21/03/2018 23:11,9.76658E+17,retweet,0,http://www.twitter.com/Huawei/status/976657549041651712,Huawei,Twitter
26,26,1,7,Catch @hkAlbertKim in action at #MWC18 on the latest episode of @CNBCi. Premieres in the UK and Europe tonight. #TheEdgeCNBC Don’t miss it! https://t.,21/03/2018,21/03/2018 08:00,9.76428E+17,proactive,101,http://www.twitter.com/Huawei/status/976428427744919552,Huawei,Twitter
27,19,0,7,"Fast, easy, precise: Let #BigData analytics and machine learning predict, find & heal network faults so you don’t have to: https://t.co/PAQlzVNR2k htt",21/03/2018,21/03/2018 05:05,9.76384E+17,proactive,89,http://www.twitter.com/Huawei/status/976384399779364864,Huawei,Twitter
28,2067,16,237,"Home #broadband gets an upgrade with Huawei. At #MWC18, attendees experienced what our #SmartCapex, #SmartWiFi & other innovative tech can do for busi",21/03/2018,21/03/2018 04:30,9.76375E+17,proactive,4517,http://www.twitter.com/Huawei/status/976375380469673987,Huawei,Twitter
29,0,0,0,RT @HuaweiSweden: Visit #Huawei Booth at Stand 1810 in Stockholmsmässan Hall A @PTEStockholm to experience Smart Airport Visualized Operati…,20/03/2018,20/03/2018 06:43,9.76047E+17,retweet,0,http://www.twitter.com/Huawei/status/976046575389630465,Huawei,Twitter
30,63,3,22,"Will you be one of the first 45 million consumers to benefit from the first NB-IoT, @FiorentiniSpa-designed smart gas meter? https://t.co/67soB6rhxL h",20/03/2018,20/03/2018 06:05,9.76037E+17,proactive,298,http://www.twitter.com/Huawei/status/976036978943602688,Huawei,Twitter
31,0,0,0,"RT @HuaweiSweden: Join Huawei Global #Aviation Summit at 13:30 at Room K11 today, Pierre CHARBONNEAU, Passenger & Facilitation Director of…",20/03/2018,20/03/2018 05:37,9.7603E+17,retweet,0,http://www.twitter.com/Huawei/status/976029863986585601,Huawei,Twitter
32,0,0,0,RT @HuaweiMobile: Ultra portable yet professional photo quality. #HuaweiP20 Coming soon... #SeeMooore https://t.co/USNBCtxxBh,20/03/2018,20/03/2018 03:52,9.76004E+17,retweet,0,http://www.twitter.com/Huawei/status/976003509114912768,Huawei,Twitter
33,101,3,26,"Video is the next big thing. Huawei teamed up with carriers from #Norway, #Spain, #China and #Turkey to unveil the power of 8K video and 3D audio at #",19/03/2018,19/03/2018 04:30,9.75651E+17,proactive,376,http://www.twitter.com/Huawei/status/975650610174345216,Huawei,Twitter
34,0,0,0,RT @HuaweiEnt: Looking for a company that knows about digitization? #ABB has connected more than 70 million digitally enabled devices and i…,19/03/2018,19/03/2018 03:11,9.75631E+17,retweet,0,http://www.twitter.com/Huawei/status/975630876213051393,Huawei,Twitter
35,56,3,16,"#Cloud connects people, businesses, knowledge and devices. How? Huawei intrigued #EC18 visitors with a range of cloud enterprise communications soluti",16/03/2018,16/03/2018 06:45,9.74597E+17,proactive,231,http://www.twitter.com/Huawei/status/974597411979984896,Huawei,Twitter
36,47,2,16,Huawei strikes innovation gold with the most patents filed in the world with @EPOorg in 2017. Click for more: https://t.co/6bAahOZDXQ https://t.co/8vB,16/03/2018,16/03/2018 04:30,9.74563E+17,proactive,217,http://www.twitter.com/Huawei/status/974563445692538881,Huawei,Twitter
37,0,0,0,"RT @Huawei_Europe: Ernest Zhang, President, Enterprise BG, Western Europe, Huawei, welcoming guests and giving opening remarks, during WEU…",16/03/2018,16/03/2018 04:14,9.7456E+17,retweet,0,http://www.twitter.com/Huawei/status/974559556025040897,Huawei,Twitter
38,53,1,13,"#Cloud-driven insights will help us tackle society’s tough problems & transform business. Joy Tan, President of Corporate Communications, explains how",15/03/2018,15/03/2018 23:30,9.74488E+17,proactive,188,http://www.twitter.com/Huawei/status/974487935297896450,Huawei,Twitter
39,41,1,14,"IoT – a small word with a big impact. Huawei’s Internet of Things lets you enjoy the benefits of smart cities, smart industry & smart life: https://t.",15/03/2018,15/03/2018 07:45,9.7425E+17,proactive,186,http://www.twitter.com/Huawei/status/974250123361320960,Huawei,Twitter
40,0,0,0,"RT @HuaweiNetworks: CloudEngine series switches, core components in Huawei CloudFabric Solution, scored highest in the product strategy cat…",15/03/2018,15/03/2018 07:30,9.74246E+17,retweet,0,http://www.twitter.com/Huawei/status/974246402032373761,Huawei,Twitter
41,42,2,7,What's stopping the large-scale commercialization of #IoT? #Communicate https://t.co/vjeKUpPVyN https://t.co/b8b35YdBh6,15/03/2018,15/03/2018 07:15,9.74243E+17,proactive,122,http://www.twitter.com/Huawei/status/974242568207663106,Huawei,Twitter
42,0,0,0,"RT @IrlEmbChina: Tánaiste @simoncoveney had a very productive meeting this morning with Mr. Guo Ping, Deputy Chairman of the Board and Rota…",14/03/2018,14/03/2018 06:30,9.73869E+17,retweet,0,http://www.twitter.com/Huawei/status/973868895005163520,Huawei,Twitter
43,364,4,128,"The world lost a great scientist today. With our greatest respect, and our deepest condolences. https://t.co/5EVxrjD3OA",14/03/2018,14/03/2018 05:39,9.73856E+17,proactive,1664,http://www.twitter.com/Huawei/status/973856096400977920,Huawei,Twitter
44,2,1,1,"The world lost a great scientist today. With our greatest respect, and our deepest condolences. https://t.co/PpWKJXDiGR",14/03/2018,14/03/2018 05:25,9.73853E+17,proactive,17,http://www.twitter.com/Huawei/status/973852511479083008,Huawei,Twitter
45,62,3,15,Ireland and Huawei strengthen relationship. Read the details of the momentous visit of Ireland's Tánaiste and Minister for Foreign Affairs & Trade @si,14/03/2018,14/03/2018 04:31,9.73839E+17,proactive,227,http://www.twitter.com/Huawei/status/973838965085229057,Huawei,Twitter
46,0,0,0,"RT @DaveMichels: ""Hello Linda"" virtual #Speech assistant from @Huawei also speaker tracking cameras, whiteboard, transcripts, facial recogn…",14/03/2018,14/03/2018 02:24,9.73807E+17,retweet,0,http://www.twitter.com/Huawei/status/973806986818093057,Huawei,Twitter
47,58,1,16,What are the best business models for #telcos to adopt for B2B #IoT? #Communicate https://t.co/vdnZRqxNiG https://t.co/Jqw2DKoXGU,13/03/2018,13/03/2018 05:45,9.73495E+17,proactive,223,http://www.twitter.com/Huawei/status/973495143037726720,Huawei,Twitter
48,78,3,22,The power couple! At #MWC18 we showed how Huawei’s #cloud and network synergy empowers #B2B. See it to believe it: https://t.co/Yx07hezWYo https://t.c,13/03/2018,13/03/2018 04:34,9.73477E+17,proactive,313,http://www.twitter.com/Huawei/status/973477483403141121,Huawei,Twitter
49,1,0,1,The power couple! At #MWC18 we showed how Huawei’s #cloud and network synergy empowers #B2B. See it to believe it: https://t.co/DqaxVFxHfo https://t.c,13/03/2018,13/03/2018 04:30,9.73476E+17,proactive,11,http://www.twitter.com/Huawei/status/973476276609564677,Huawei,Twitter
50,0,1,0,"@YasinthaUdara92 @HuaweiSL  
Hello, We are so sorry that you’re having this
problem! To help us solve this issue, can you give us:
1)Your email addres",13/03/2018,13/03/2018 03:09,9.73456E+17,reply,5,http://www.twitter.com/Huawei/status/973456010474999809,Huawei,Twitter
51,113,2,28,"Live, work & play in a fully connected, intelligent world with Huawei. How? Be inspired by Huawei’s innovations at #MWC18: https://t.co/Yx07hezWYo @BB",12/03/2018,12/03/2018 07:08,9.73154E+17,proactive,403,http://www.twitter.com/Huawei/status/973153771961266177,Huawei,Twitter
52,12,2,5,"Live, work & play in a fully connected, intelligent world with Huawei. How? Be inspired by Huawei’s innovations at #MWC18: https://t.co/Yx07hezWYo @bu",12/03/2018,12/03/2018 05:45,9.73133E+17,proactive,72,http://www.twitter.com/Huawei/status/973132935845986304,Huawei,Twitter
53,44,2,33,One-stop shop: Find out at #EC18 how Huawei's enterprise communications solution delivers the goods in one integrated package https://t.co/AG0WZKkx33 ,09/03/2018,09/03/2018 10:00,9.72125E+17,proactive,384,http://www.twitter.com/Huawei/status/972124871961358336,Huawei,Twitter
54,69,2,20,"Reach for the Cloud with Huawei. From #SoftCom to #CloudCore, we demonstrated how carriers can fully leverage the power of 5G and cloud-network synerg",09/03/2018,09/03/2018 05:01,9.7205E+17,proactive,279,http://www.twitter.com/Huawei/status/972049660159320064,Huawei,Twitter
55,36,2,12,Huawei’s innovations at #MWC18 left tech influencers inspired. Here’s what they had to say: https://t.co/Yx07hezWYo @UserExperienceU @EliseQuevedo @mo,09/03/2018,09/03/2018 04:12,9.72037E+17,proactive,166,http://www.twitter.com/Huawei/status/972037273008001026,Huawei,Twitter
56,53,1,13,How is Huawei helping local government go digital in Italy? https://t.co/bXg2kg2lKm #EC18 https://t.co/EoGZ39Z8V3,08/03/2018,08/03/2018 10:00,9.71763E+17,proactive,188,http://www.twitter.com/Huawei/status/971762548369276928,Huawei,Twitter
57,162,5,48,"We can’t see it and now, we can’t live without it. Happy International Women’s Day! #HuaweiVoice https://t.co/baBep4Q8Jm https://t.co/uVNt2EVggM",08/03/2018,08/03/2018 03:45,9.71668E+17,proactive,667,http://www.twitter.com/Huawei/status/971668114843693057,Huawei,Twitter
58,52,2,13,"How can digital training buses empower women? The government of Bangladesh, @TweetRobi and Huawei show how: https://t.co/xUFVzA4OpD https://t.co/iySp6",08/03/2018,08/03/2018 03:05,9.71658E+17,proactive,192,http://www.twitter.com/Huawei/status/971658248846639104,Huawei,Twitter
59,2,2,1,"@PB123CJEc7xSFM6 Hi, we’re sorry to hear you’re having issues with customer service. We’ll alert the relevant people at @HuaweiArabia to follow up wit",08/03/2018,08/03/2018 01:08,9.71629E+17,reply,22,http://www.twitter.com/Huawei/status/971628714474614785,Huawei,Twitter
60,44,1,11,Huawei’s video conferencing system saves P&O Ferrymasters up to 25% on travel costs. Find out how https://t.co/CCsDRz3odb #EC18 https://t.co/ueFzAijOs,07/03/2018,07/03/2018 10:00,9.714E+17,proactive,159,http://www.twitter.com/Huawei/status/971400129960804352,Huawei,Twitter
61,2244,18,281,Find out how Huawei scored big at #MWC18 with #5G: https://t.co/raNyMZMS31 https://t.co/T1kGPRrvFU,07/03/2018,07/03/2018 06:02,9.7134E+17,proactive,5144,http://www.twitter.com/Huawei/status/971340369433477120,Huawei,Twitter
62,0,0,1,"Lights. Camera. Action. #MWC18, attendees scored big with a live demo and 360-degree view of Huawei’s 5G capabilities: https://t.co/raNyMZvhbt https:/",07/03/2018,07/03/2018 05:27,9.71331E+17,proactive,10,http://www.twitter.com/Huawei/status/971331403437821954,Huawei,Twitter
63,35,0,11,Hear what tech influencers had to say about #Huawei's innovations at #MWC18 https://t.co/Yx07heim6Q  @edans @ShellyKramer https://t.co/ny5uNxFxGQ,07/03/2018,07/03/2018 04:18,9.71314E+17,proactive,145,http://www.twitter.com/Huawei/status/971314192237068293,Huawei,Twitter
64,46,1,5,#Big Data is Smart Data. What propels Huawei’s FusionInsight into @Gartner_inc Magic Quadrant once again? Find the answers at: https://t.co/Go3gG50rV0,07/03/2018,07/03/2018 03:18,9.71299E+17,proactive,101,http://www.twitter.com/Huawei/status/971299118298664961,Huawei,Twitter
65,72,4,18,"How can Huawei’s @GSMA award-winning #5G Core Solution help operators get ahead? Ma Haixu, president of Huawei Cloud Cord Network explains: https://t.",06/03/2018,06/03/2018 06:05,9.70979E+17,proactive,272,http://www.twitter.com/Huawei/status/970978590236884993,Huawei,Twitter
66,3,0,4,Hear what tech influencers had to say about #Huawei's innovations at #MWC18 https://t.co/Yx07hezWYo @edans @ShellyKramer @chinesepopup https://t.co/xU,06/03/2018,06/03/2018 04:00,9.70947E+17,proactive,43,http://www.twitter.com/Huawei/status/970947123410685952,Huawei,Twitter
67,60,3,19,Hear what tech influencers had to say about #Huawei's innovations at #MWC18 https://t.co/Yx07hezWYo @craigbrownphd @cedi2611 @CyrilCoste https://t.co/,05/03/2018,05/03/2018 03:54,9.70583E+17,proactive,265,http://www.twitter.com/Huawei/status/970583376347283456,Huawei,Twitter
68,146,4,36,"At #MWC18, Huawei showcased wall-to-wall 5G innovation. Here’s a glimpsed of our full range of 5G base station products. https://t.co/Z8DNWt9efX https",04/03/2018,04/03/2018 22:00,9.70494E+17,proactive,526,http://www.twitter.com/Huawei/status/970494186968424448,Huawei,Twitter
69,0,0,0,RT @craigbrownphd: ICYMI: #Technology Huawei Brings the All-Connected World to Mobile World Congress: Building on its success in delivering…,03/03/2018,03/03/2018 12:58,9.69996E+17,retweet,0,http://www.twitter.com/Huawei/status/969995538258161664,Huawei,Twitter
70,1640,31,236,Flying taxis - just another futuristic service made possible by Huawei’s 5G solutions. #MWC18 https://t.co/raNyMZMS31 https://t.co/tequfOgX6l,02/03/2018,02/03/2018 04:45,9.69509E+17,proactive,4155,http://www.twitter.com/Huawei/status/969508914050904064,Huawei,Twitter
71,48,0,18,"As we wave goodbye to #MWC18, Huawei is honored to have showcased its solutions and technologies to its customers, partners and the public. Together, ",02/03/2018,02/03/2018 04:40,9.69508E+17,proactive,228,http://www.twitter.com/Huawei/status/969507730091372544,Huawei,Twitter
72,90,1,34,"Huawei partners with Vodafone to provide a world’s first end to end 3GPP-Based 5G Field test, at an astonishing speed of 2Gbps, using the 5G CPE produ",02/03/2018,02/03/2018 04:24,9.69504E+17,proactive,435,http://www.twitter.com/Huawei/status/969503616934514688,Huawei,Twitter
73,0,0,0,"RT @Huawei: Smart Parking, Smart Lighting, Smart Fire Hydrants... welcome to Huawei’s Smart internet-of-everything city. #MWC18 https://t.c…",02/03/2018,02/03/2018 04:18,9.69502E+17,retweet,0,http://www.twitter.com/Huawei/status/969502249281118208,Huawei,Twitter
74,1852,22,279,"Smart Parking, Smart Lighting, Smart Fire Hydrants... welcome to Huawei’s Smart internet-of-everything city. #MWC18 https://t.co/raNyMZMS31 https://t.",02/03/2018,02/03/2018 03:00,9.69483E+17,proactive,4752,http://www.twitter.com/Huawei/status/969482525113335808,Huawei,Twitter
